,Node,Time,Value
169,CASC,2,-0.00027752775277527757
170,CASC,3,-0.00027752775277527757
171,CASC,4,-0.00027752775277527757
172,CASC,5,-0.00027752775277527757
173,CASC,6,-0.00027752775277527757
174,CASC,7,-0.00027752775277527757
175,CASC,8,-0.00012465840784078397
176,CASC,9,0.0
177,CASC,10,0.0
178,CASC,11,0.0
179,CASC,12,0.0
180,CASC,13,0.0
181,CASC,14,0.0
182,CASC,15,0.0
183,CASC,16,0.001240936100610061
184,CASC,17,0.0012423679187918792
185,CASC,18,0.001233539499949995
186,CASC,19,-0.00027752775277527757
187,CASC,20,-0.00027752775277527757
188,CASC,21,-0.00027752775277527757
189,CASC,22,-0.00027752775277527757
190,CASC,23,-0.00027752775277527757
191,CASC,24,-0.00027752775277527757
192,BEBE,25,-0.00021422821919691974
193,BEBE,26,-0.0002144163621987199
194,BEBE,27,-0.00021470402045454547
195,BEBE,28,-0.00021463875212521255
196,BEBE,29,-0.0002148186178617862
197,BEBE,30,-0.00021497962327482752
198,BEBE,31,-0.00021497443813131318
199,BEBE,32,-0.00021522454614211425
200,BEBE,33,0.0
201,BEBE,34,0.0
202,BEBE,35,0.0
203,BEBE,36,0.0
204,BEBE,37,0.0
205,BEBE,38,0.0
206,BEBE,39,0.0
207,BEBE,40,0.0
208,BEBE,41,0.0
209,BEBE,42,0.0
210,BEBE,43,-0.00021148422829782982
211,BEBE,44,-0.00021138037510001003
212,BEBE,45,-0.00021157359223422347
213,BEBE,46,-0.00021158198282328236
214,BEBE,47,-0.00021158857410741078
215,BEBE,48,-0.000211480046879688
216,CORN1,25,-0.00027752775277527757
217,CORN1,26,-0.00027752775277527757
218,CORN1,27,-0.00027752775277527757
219,CORN1,28,-0.00027752775277527757
220,CORN1,29,-0.00027752775277527757
221,CORN1,30,-0.00027752775277527757
222,CORN1,31,-0.00027752775277527757
223,CORN1,32,-0.00027752775277527757
224,CORN1,33,0.0
225,CORN1,34,0.0
226,CORN1,35,0.0
227,CORN1,36,0.0
228,CORN1,37,0.0
229,CORN1,38,0.0
230,CORN1,39,0.0
231,CORN1,40,0.0
232,CORN1,41,0.0
233,CORN1,42,0.0
234,CORN1,43,-0.00027752775277527757
235,CORN1,44,-0.00027752775277527757
236,CORN1,45,-0.00027752775277527757
237,CORN1,46,-0.00027752775277527757
238,CORN1,47,-0.00027752775277527757
239,CORN1,48,-0.00027752775277527757
240,CORN2,25,0.0
241,CORN2,26,0.0
242,CORN2,27,0.0
243,CORN2,28,0.0
244,CORN2,29,0.0
245,CORN2,30,0.0
246,CORN2,31,0.0
247,CORN2,32,0.0
248,CORN2,33,0.0
249,CORN2,34,0.0
250,CORN2,35,0.0
251,CORN2,36,0.0
252,CORN2,37,0.0
253,CORN2,38,0.0
254,CORN2,39,0.0
255,CORN2,40,0.0
256,CORN2,41,0.0
257,CORN2,42,0.0
258,CORN2,43,0.0
259,CORN2,44,0.0
