Year,Month,Day,Hour,BEBE
2023,3,30,14,1.185053
2023,3,30,15,1.182847
2023,3,30,16,1.18598025
2023,3,30,17,1.1793345
2023,3,30,18,1.17933425
2023,3,30,19,1.1784975
2023,3,30,20,1.17970025
2023,3,30,21,1.18149475
2023,3,30,22,1.18195475
2023,3,30,23,1.1793915
2023,3,31,0,1.17720925
2023,3,31,1,1.1868445
2023,3,31,2,1.18427475
2023,3,31,3,1.1824145
2023,3,31,4,1.1865295
2023,3,31,5,1.1866995
2023,3,31,6,1.1852065
2023,3,31,7,1.18348625
2023,3,31,8,1.1847435
2023,3,31,9,1.18022525
2023,3,31,10,1.17989925
2023,3,31,11,1.17899125
2023,3,31,12,1.185088
2023,3,31,13,1.18264925
2023,3,31,14,1.18144225
2023,3,31,15,1.1796735
2023,3,31,16,1.18465575
2023,3,31,17,1.18050525
2023,3,31,18,1.18190625
2023,3,31,19,1.17714975
2023,3,31,20,1.17460225
2023,3,31,21,1.1803085
2023,3,31,22,1.18191925
2023,3,31,23,1.18115375
2023,4,1,0,1.18434975
2023,4,1,1,1.177499
2023,4,1,2,1.184968
2023,4,1,3,1.182808
2023,4,1,4,1.181301
2023,4,1,5,1.18163125
2023,4,1,6,1.18251825
2023,4,1,7,1.1864875
2023,4,1,8,1.18190125
2023,4,1,9,1.189223
2023,4,1,10,1.19137875
2023,4,1,11,1.191948
2023,4,1,12,1.19309875
2023,4,1,13,1.1934545
2023,4,1,14,1.19761225
2023,4,1,15,1.20482825
2023,4,1,16,1.2170815
2023,4,1,17,1.223336
2023,4,1,18,1.22963575
2023,4,1,19,1.23393125
2023,4,1,20,1.24010125
2023,4,1,21,1.23069725
2023,4,1,22,1.20857475
2023,4,1,23,1.20473225
2023,4,2,0,1.195571
2023,4,2,1,1.190673
2023,4,2,2,1.192971
2023,4,2,3,1.18608325
2023,4,2,4,1.18024025
2023,4,2,5,1.171659
2023,4,2,6,1.21881575
2023,4,2,7,1.22345975
2023,4,2,8,1.22465625
2023,4,2,9,1.219651667
2023,4,2,10,1.2184735
2023,4,2,11,1.21405125
2023,4,2,12,1.219283
2023,4,2,13,1.2108505
2023,4,2,14,1.20872675
2023,4,2,15,1.20864
2023,4,2,16,1.21051775
2023,4,2,17,1.21085375
2023,4,2,18,1.207006
2023,4,2,19,1.21061525
2023,4,2,20,1.208967
2023,4,2,21,1.20935025
2023,4,2,22,1.20786125
2023,4,2,23,1.2099135
2023,4,3,0,1.20908725
2023,4,3,1,1.208219
2023,4,3,2,1.20115175
2023,4,3,3,1.2002925
2023,4,3,4,1.19866875
2023,4,3,5,1.19782975
2023,4,3,6,1.20080725
2023,4,3,7,1.197562
2023,4,3,8,1.2003015
2023,4,3,9,1.19446325
2023,4,3,10,1.19390375
2023,4,3,11,1.19378975
2023,4,3,12,1.18338625
2023,4,3,13,1.18564925
2023,4,3,14,1.17959175
2023,4,3,15,1.179878
2023,4,3,16,1.1768685
2023,4,3,17,1.169069
2023,4,3,18,1.17059225
2023,4,3,19,1.17000725
2023,4,3,20,1.1892505
2023,4,3,21,1.1864285
2023,4,3,22,1.1878965
2023,4,3,23,1.19088975
2023,4,4,0,1.18434425
2023,4,4,1,1.19087075
2023,4,4,2,1.19659575
2023,4,4,3,1.1904525
2023,4,4,4,1.1917055
2023,4,4,5,1.19773825
2023,4,4,6,1.1948075
2023,4,4,7,1.2016785
2023,4,4,8,1.20286
2023,4,4,9,1.2029725
2023,4,4,10,1.2056815
2023,4,4,11,1.20764425
2023,4,4,12,1.217368
2023,4,4,13,1.215567
2023,4,4,14,1.21873775
2023,4,4,15,1.216417
2023,4,4,16,1.21761325
2023,4,4,17,1.21746925
2023,4,4,18,1.22028525
2023,4,4,19,1.21600225
2023,4,4,20,1.21216375
2023,4,4,21,1.21017975
2023,4,4,22,1.213144
2023,4,4,23,1.21024275
2023,4,5,0,1.21248025
2023,4,5,1,1.20814925
2023,4,5,2,1.2039395
2023,4,5,3,1.20343275
2023,4,5,4,1.19904875
2023,4,5,5,1.2010335
2023,4,5,6,1.20545875
2023,4,5,7,1.20357325
2023,4,5,8,1.19845275
2023,4,5,9,1.19653775
2023,4,5,10,1.19775075
2023,4,5,11,1.195046
2023,4,5,12,1.194834
2023,4,5,13,1.1932165
2023,4,5,14,1.19646775
2023,4,5,15,1.1928295
2023,4,5,16,1.18971625
2023,4,5,17,1.19004275
2023,4,5,18,1.188621
2023,4,5,19,1.19047075
2023,4,5,20,1.18988375
2023,4,5,21,1.1858495
2023,4,5,22,1.1881465
2023,4,5,23,1.182372
2023,4,6,0,1.197147
2023,4,6,1,1.19317275
2023,4,6,2,1.19562125
2023,4,6,3,1.2128565
2023,4,6,4,1.2200555
2023,4,6,5,1.224843
2023,4,6,6,1.230933
2023,4,6,7,1.23705825
2023,4,6,8,1.236322333
2023,4,6,9,1.2464615
2023,4,6,10,1.252057
2023,4,6,11,1.228157
2023,4,6,12,1.26365975
2023,4,6,13,1.255706
2023,4,6,14,1.25813875
2023,4,6,15,1.259194
2023,4,6,16,1.2578415
2023,4,6,17,1.25449925
2023,4,6,18,1.252605
2023,4,6,19,1.24462675
2023,4,6,20,1.24006425
2023,4,6,21,1.23795275
2023,4,6,22,1.23524175
2023,4,6,23,1.235484
2023,4,7,0,1.22873525
2023,4,7,1,1.2357275
2023,4,7,2,1.234096
2023,4,7,3,1.2285775
2023,4,7,4,1.22748
2023,4,7,5,1.2250435
2023,4,7,6,1.220857
2023,4,7,7,1.221794
2023,4,7,8,1.21825925
2023,4,7,9,1.221041
2023,4,7,10,1.2134075
2023,4,7,11,1.21169675
2023,4,7,12,1.20727625
2023,4,7,13,1.20842075
2023,4,7,14,1.2030065
2023,4,7,15,1.2053165
2023,4,7,16,1.20279175
2023,4,7,17,1.20347225
2023,4,7,18,1.20346725
2023,4,7,19,1.2009925
2023,4,7,20,1.198676
2023,4,7,21,1.2020285
2023,4,7,22,1.1972295
2023,4,7,23,1.19973
2023,4,8,0,1.194657
2023,4,8,1,1.19588925
2023,4,8,2,1.1990855
2023,4,8,3,1.192132
2023,4,8,4,1.198504
2023,4,8,5,1.196155
2023,4,8,6,1.19561325
2023,4,8,7,1.18741425
2023,4,8,8,1.1892275
2023,4,8,9,1.1882505
2023,4,8,10,1.1869375
2023,4,8,11,1.18412125
2023,4,8,12,1.18132975
2023,4,8,13,1.18329325
2023,4,8,14,1.18297825
2023,4,8,15,1.1803665
2023,4,8,16,1.17523825
2023,4,8,17,1.18355375
2023,4,8,18,1.18081025
2023,4,8,19,1.18564625
2023,4,8,20,1.18101775
2023,4,8,21,1.176529
2023,4,8,22,1.1790045
2023,4,8,23,1.176709
2023,4,9,0,1.1789495
2023,4,9,1,1.179424
2023,4,9,2,1.17893725
2023,4,9,3,1.17415025
2023,4,9,4,1.180353
2023,4,9,5,1.1729315
2023,4,9,6,1.1790945
2023,4,9,7,1.17503425
2023,4,9,8,1.173653
2023,4,9,9,1.176523
2023,4,9,10,1.1746885
2023,4,9,11,1.18083025
2023,4,9,12,1.17560775
2023,4,9,13,1.176943
2023,4,9,14,1.17322975
2023,4,9,15,1.172662
2023,4,9,16,1.17349975
2023,4,9,17,1.1698285
2023,4,9,18,1.1719685
2023,4,9,19,1.16858825
2023,4,9,20,1.164736
2023,4,9,21,1.169523
2023,4,9,22,1.172521
2023,4,9,23,1.17078825
2023,4,10,0,1.1670205
2023,4,10,1,1.1680875
2023,4,10,2,1.17469675
2023,4,10,3,1.17284025
2023,4,10,4,1.1707825
2023,4,10,5,1.166421
2023,4,10,6,1.16717825
2023,4,10,7,1.16996925
2023,4,10,8,1.167751
2023,4,10,9,1.164648
2023,4,10,10,1.1600965
2023,4,10,11,1.164527
2023,4,10,12,1.16404725
2023,4,10,13,1.16295925
2023,4,10,14,1.16473875
2023,4,10,15,1.16056875
2023,4,10,16,1.16240275
2023,4,10,17,1.163218
2023,4,10,18,1.16114625
2023,4,10,19,1.16098875
2023,4,10,20,1.16318075
2023,4,10,21,1.1656325
2023,4,10,22,1.1633395
2023,4,10,23,0.98440925
2023,4,11,0,1.17188025
2023,4,11,1,1.16577325
2023,4,11,2,1.16298825
2023,4,11,3,1.16233575
2023,4,11,4,1.164246
2023,4,11,5,1.168908
2023,4,11,6,1.168848
2023,4,11,7,1.1667255
2023,4,11,8,1.157391
2023,4,11,9,1.16211025
2023,4,11,10,1.1613045
2023,4,11,11,1.160217
2023,4,11,12,1.16149625
2023,4,11,13,1.16010575
2023,4,11,14,1.1621915
2023,4,11,15,1.1612835
2023,4,11,16,1.158222
2023,4,11,17,1.15679025
2023,4,11,18,1.15969
2023,4,11,19,1.157617
2023,4,11,20,1.157802
2023,4,11,21,1.15353725
2023,4,11,22,1.159049
2023,4,11,23,1.1565565
2023,4,12,0,1.1663445
2023,4,12,1,1.161149
2023,4,12,2,1.15912325
2023,4,12,3,1.1649795
2023,4,12,4,1.15871075
2023,4,12,5,1.1589635
2023,4,12,6,1.159656
2023,4,12,7,1.16207175
2023,4,12,8,1.16047425
2023,4,12,9,1.15985675
2023,4,12,10,1.153873
2023,4,12,11,1.1613175
2023,4,12,12,1.1604405
2023,4,12,13,1.15922625
2023,4,12,14,1.1574175
2023,4,12,15,1.15520275
2023,4,12,16,1.14965375
2023,4,12,17,1.15205125
2023,4,12,18,1.15585575
2023,4,12,19,1.151141
2023,4,12,20,1.157523
2023,4,12,21,1.152103
2023,4,12,22,1.15444325
2023,4,12,23,1.154346
2023,4,13,0,1.15521675
2023,4,13,1,1.1578265
2023,4,13,2,1.15526525
2023,4,13,3,1.15518125
2023,4,13,4,1.15770575
2023,4,13,5,1.156477
2023,4,13,6,1.15169475
2023,4,13,7,1.1569835
2023,4,13,8,1.15114225
2023,4,13,9,1.15276
2023,4,13,10,1.1532625
2023,4,13,11,1.1518195
2023,4,13,12,1.156659
2023,4,13,13,1.1480045
2023,4,13,14,1.1485955
2023,4,13,15,1.14725525
2023,4,13,16,1.15029125
2023,4,13,17,1.147284
2023,4,13,18,1.14289525
2023,4,13,19,1.08274275
2023,4,13,20,1.06830525
2023,4,13,21,1.06872225
2023,4,13,22,1.06793425
2023,4,13,23,1.0678805
2023,4,14,0,1.06800275
2023,4,14,1,1.06893575
2023,4,14,2,1.0672775
2023,4,14,3,1.0677225
2023,4,14,4,1.0754685
2023,4,14,5,1.07454025
2023,4,14,6,1.07672125
2023,4,14,7,1.0760595
2023,4,14,8,1.07946825
2023,4,14,9,1.0738635
2023,4,14,10,1.0754545
2023,4,14,11,1.078723
2023,4,14,12,1.075482
2023,4,14,13,1.0773835
2023,4,14,14,1.075861
2023,4,14,15,1.075013
2023,4,14,16,1.079499
2023,4,14,17,1.0761695
2023,4,14,18,1.07851625
2023,4,14,19,1.07723
2023,4,14,20,1.07630575
2023,4,14,21,1.07450675
2023,4,14,22,1.0761215
2023,4,14,23,1.077636
2023,4,15,0,1.0781885
2023,4,15,1,1.07505675
2023,4,15,2,1.07440625
2023,4,15,3,1.07694675
2023,4,15,4,1.075571
2023,4,15,5,1.0778775
2023,4,15,6,1.0735745
2023,4,15,7,1.07535175
2023,4,15,8,1.07281125
2023,4,15,9,1.07648475
2023,4,15,10,1.074143
2023,4,15,11,1.0735925
2023,4,15,12,1.07617625
2023,4,15,13,1.07551575
2023,4,15,14,1.06741925
2023,4,15,15,1.0365015
2023,4,15,16,1.03926875
2023,4,15,17,1.05282775
2023,4,15,18,1.0102392
2023,4,15,19,1.06346475
2023,4,15,20,1.01869825
2023,4,15,21,1.04036225
2023,4,15,22,1.019263575
2023,4,15,23,1.09944925
2023,4,16,0,1.08090725
2023,4,16,1,1.040107
2023,4,16,2,1.06773575
2023,4,16,3,1.08037075
2023,4,16,4,1.090454
2023,4,16,5,1.0789765
2023,4,16,6,1.07570675
2023,4,16,7,1.0807875
2023,4,16,8,1.07766425
2023,4,16,9,1.078368
2023,4,16,10,1.07865375
2023,4,16,11,1.07900675
2023,4,16,12,1.029269975
2023,4,16,13,0.982643225
2023,4,16,14,1.02499575
2023,4,16,15,1.00226095
2023,4,16,16,0.9767698
2023,4,16,17,0.98848415
2023,4,16,18,0.988043625
2023,4,16,19,1.001658675
2023,4,16,20,0.994077075
2023,4,16,21,0.982980625
2023,4,16,22,0.9907103
2023,4,16,23,1.010993
2023,4,17,0,1.02245425
2023,4,17,1,1.0134169
2023,4,17,2,0.992486725
2023,4,17,3,0.975925225
2023,4,17,4,0.9834662
2023,4,17,5,0.984749625
2023,4,17,6,1.049596775
2023,4,17,7,1.07597325
2023,4,17,8,1.07452875
2023,4,17,9,1.07435575
2023,4,17,10,1.07969975
2023,4,17,11,1.0775675
2023,4,17,12,1.1708895
2023,4,17,13,1.15821825
2023,4,17,14,1.1599315
2023,4,17,15,1.15788
2023,4,17,16,1.15661425
2023,4,17,17,1.15844075
2023,4,17,18,1.161349
2023,4,17,19,1.1646745
2023,4,17,20,1.16242575
2023,4,17,21,1.16360775
2023,4,17,22,1.1651615
2023,4,17,23,1.16150225
2023,4,18,0,1.16527225
2023,4,18,1,1.160754
2023,4,18,2,1.162738
2023,4,18,3,1.15614575
2023,4,18,4,1.15336
2023,4,18,5,1.1553915
2023,4,18,6,1.1569145
2023,4,18,7,1.15534925
2023,4,18,8,1.15076625
2023,4,18,9,1.150094
2023,4,18,10,1.147125
2023,4,18,11,1.14661
2023,4,18,12,1.14349225
2023,4,18,13,1.1500535
2023,4,18,14,1.14162275
2023,4,18,15,1.13806025
2023,4,18,16,1.140913
2023,4,18,17,1.13859575
2023,4,18,18,1.14138125
2023,4,18,19,1.140017
2023,4,18,20,1.13843125
2023,4,18,21,1.13912375
2023,4,18,22,1.129244
2023,4,18,23,1.13078325
2023,4,19,0,1.13185075
2023,4,19,1,1.134925
2023,4,19,2,1.13780275
2023,4,19,3,1.1393965
2023,4,19,4,1.13813825
2023,4,19,5,1.133607
2023,4,19,6,1.13287775
2023,4,19,7,1.13997425
2023,4,19,8,1.136671
2023,4,19,9,1.130789
2023,4,19,10,1.13576375
2023,4,19,11,1.14165125
2023,4,19,12,1.1365655
2023,4,19,13,1.13519225
2023,4,19,14,1.13971825
2023,4,19,15,1.141237
2023,4,19,16,1.14220725
2023,4,19,17,1.13875925
2023,4,19,18,1.13365425
2023,4,19,19,1.13450325
2023,4,19,20,1.1361845
2023,4,19,21,1.1332145
2023,4,19,22,1.1345845
2023,4,19,23,1.132662
2023,4,20,0,1.1334575
2023,4,20,1,1.12841625
2023,4,20,2,1.13195575
2023,4,20,3,1.13782
2023,4,20,4,1.13729
2023,4,20,5,1.1365885
2023,4,20,6,1.13489575
2023,4,20,7,1.1461135
2023,4,20,8,1.13552425
2023,4,20,9,1.135006
2023,4,20,10,1.1336755
2023,4,20,11,1.0408124
2023,4,20,12,0.9750942
2023,4,20,13,0.981213775
2023,4,20,14,1.02877775
2023,4,20,15,1.1403415
2023,4,20,16,1.13963625
2023,4,20,17,1.1275805
2023,4,20,18,1.129737
2023,4,20,19,1.126999
2023,4,20,20,1.09994525
2023,4,20,21,1.112887
2023,4,20,22,1.10862075
2023,4,20,23,1.1136795
2023,4,21,0,1.15249425
2023,4,21,1,1.12552725
2023,4,21,2,1.09842225
2023,4,21,3,1.10362925
2023,4,21,4,1.11789925
2023,4,21,5,1.11522175
2023,4,21,6,1.089464
2023,4,21,7,1.07581425
2023,4,21,8,1.07407275
2023,4,21,9,1.07121525
2023,4,21,10,1.067617
2023,4,21,11,1.009198875
2023,4,21,12,0.9930522
2023,4,21,13,1.02882725
2023,4,21,14,1.003521225
2023,4,21,15,0.981394175
2023,4,21,16,0.996248925
2023,4,21,17,1.0108705
2023,4,21,18,0.977538925
2023,4,21,19,1.006475825
2023,4,21,20,1.010952925
2023,4,21,21,0.97060435
2023,4,21,22,0.96975995
2023,4,21,23,1.02871825
2023,4,22,0,1.034218
2023,4,22,1,1.0108598
2023,4,22,2,0.991032475
2023,4,22,3,1.02605415
2023,4,22,4,0.999149475
2023,4,22,5,0.962571575
2023,4,22,6,0.962992325
2023,4,22,7,0.97823545
2023,4,22,8,0.978468325
2023,4,22,9,0.96913285
2023,4,22,10,0.94015655
2023,4,22,11,0.9019749
2023,4,22,12,0.887873
2023,4,22,13,0.891525625
2023,4,22,14,0.872518725
2023,4,22,15,0.896852775
2023,4,22,16,0.86384265
2023,4,22,17,0.87162955
2023,4,22,18,0.8863561
2023,4,22,19,0.87802795
2023,4,22,20,0.902981075
2023,4,22,21,0.981522775
2023,4,22,22,0.968542525
2023,4,22,23,0.939492175
2023,4,23,0,0.9417224
2023,4,23,1,0.97254175
2023,4,23,2,0.97411315
2023,4,23,3,0.973936625
2023,4,23,4,0.97435215
2023,4,23,5,0.9967749
2023,4,23,6,1.0128365
2023,4,23,7,1.01921975
2023,4,23,8,1.02629675
2023,4,23,9,1.0445825
2023,4,23,10,1.06357925
2023,4,23,11,1.072212
2023,4,23,12,1.079259
2023,4,23,13,1.131712
2023,4,23,14,1.14071025
2023,4,23,15,1.15013925
2023,4,23,16,1.1269755
2023,4,23,17,1.1241745
2023,4,23,18,1.14126125
2023,4,23,19,1.13928875
2023,4,23,20,1.1460315
2023,4,23,21,1.141536
2023,4,23,22,1.141817
2023,4,23,23,1.1420455
2023,4,24,0,1.1424695
2023,4,24,1,1.142709
2023,4,24,2,1.13601675
2023,4,24,3,1.13911425
2023,4,24,4,1.14054025
2023,4,24,5,1.133684
2023,4,24,6,1.13950125
2023,4,24,7,1.14461575
2023,4,24,8,1.1424375
2023,4,24,9,1.14261675
2023,4,24,10,1.1390995
2023,4,24,11,1.137479
2023,4,24,12,1.1449415
2023,4,24,13,1.1438
2023,4,24,14,1.14608125
2023,4,24,15,1.1467495
2023,4,24,16,1.141379
2023,4,24,17,1.138934
2023,4,24,18,1.14011975
2023,4,24,19,1.141991
2023,4,24,20,1.1396585
2023,4,24,21,1.139174
2023,4,24,22,1.14309275
2023,4,24,23,1.13861275
2023,4,25,0,1.143162
2023,4,25,1,1.1399225
2023,4,25,2,1.13677225
2023,4,25,3,1.132476
2023,4,25,4,1.1325485
2023,4,25,5,1.134956
2023,4,25,6,1.13392875
2023,4,25,7,1.131634
2023,4,25,8,1.1267655
2023,4,25,9,1.13146525
2023,4,25,10,1.1147895
2023,4,25,11,1.0911295
2023,4,25,12,1.08762975
2023,4,25,13,1.0903605
2023,4,25,14,1.073502
2023,4,25,15,1.066746
2023,4,25,16,1.06540975
2023,4,25,17,1.06373275
2023,4,25,18,1.0730405
2023,4,25,19,1.0147525
2023,4,25,20,1.04188425
2023,4,25,21,1.0576
2023,4,25,22,1.00305495
2023,4,25,23,1.000965775
2023,4,26,0,1.011140375
2023,4,26,1,1.028784
2023,4,26,2,1.02738075
2023,4,26,3,0.980770275
2023,4,26,4,0.978197825
2023,4,26,5,0.979708375
2023,4,26,6,0.978885775
2023,4,26,7,0.967488825
2023,4,26,8,0.950030125
2023,4,26,9,0.934172025
2023,4,26,10,0.9080514
2023,4,26,11,0.897597975
2023,4,26,12,0.904827675
2023,4,26,13,0.898940875
2023,4,26,14,0.89553535
2023,4,26,15,0.890984525
2023,4,26,16,0.874335125
2023,4,26,17,0.8748058
2023,4,26,18,0.923802575
2023,4,26,19,0.884948775
2023,4,26,20,0.849068675
2023,4,26,21,0.9122095
2023,4,26,22,0.914529125
2023,4,26,23,0.895255375
2023,4,27,0,0.937530225
2023,4,27,1,0.960727425
2023,4,27,2,0.960587475
2023,4,27,3,0.960919225
2023,4,27,4,0.9609828
2023,4,27,5,0.961879775
2023,4,27,6,0.96140025
2023,4,27,7,0.97646415
2023,4,27,8,0.9832922
2023,4,27,9,0.98341715
2023,4,27,10,0.975311
2023,4,27,11,0.9538801
2023,4,27,12,0.964236325
2023,4,27,13,0.9003043
2023,4,27,14,0.924073175
2023,4,27,15,0.939464825
2023,4,27,16,0.9323879
2023,4,27,17,0.9051209
2023,4,27,18,0.90100125
2023,4,27,19,0.905872125
2023,4,27,20,0.907950175
2023,4,27,21,0.907871675
2023,4,27,22,0.86699
2023,4,27,23,0.9137038
2023,4,28,0,0.92244265
2023,4,28,1,0.902522175
2023,4,28,2,0.866894975
2023,4,28,3,0.86974315
2023,4,28,4,0.8684825
2023,4,28,5,0.860989275
2023,4,28,6,0.84673625
2023,4,28,7,0.83692125
2023,4,28,8,0.8352884
2023,4,28,9,0.811719175
2023,4,28,10,0.80436405
2023,4,28,11,0.7975265
2023,4,28,12,0.746449525
2023,4,28,13,0.74891055
2023,4,28,14,0.774553225
2023,4,28,15,0.749461675
2023,4,28,16,0.712467275
2023,4,28,17,0.751642975
2023,4,28,18,0.729266225
2023,4,28,19,0.725854025
2023,4,28,20,0.7410605
2023,4,28,21,0.72582505
2023,4,28,22,0.7042577
2023,4,28,23,0.74437965
2023,4,29,0,0.747893125
2023,4,29,1,0.76956705
2023,4,29,2,0.7779005
2023,4,29,3,0.7775839
2023,4,29,4,0.7449201
2023,4,29,5,0.721639175
2023,4,29,6,0.762237875
2023,4,29,7,0.78306665
2023,4,29,8,0.758793925
2023,4,29,9,0.751055175
2023,4,29,10,0.780860675
2023,4,29,11,0.826602275
2023,4,29,12,0.8523902
2023,4,29,13,0.919166475
2023,4,29,14,0.937014225
2023,4,29,15,0.96245725
2023,4,29,16,1.008419725
2023,4,29,17,1.0789525
2023,4,29,18,1.09827725
2023,4,29,19,0.9975408
2023,4,29,20,1.0874879
2023,4,29,21,1.1314555
2023,4,29,22,1.12550575
2023,4,29,23,1.12958325
2023,4,30,0,1.130334
2023,4,30,1,1.13100325
2023,4,30,2,1.1323955
2023,4,30,3,1.13030475
2023,4,30,4,1.1317995
2023,4,30,5,1.131272
2023,4,30,6,1.13245
2023,4,30,7,1.1307215
2023,4,30,8,1.13280775
2023,4,30,9,1.13203
2023,4,30,10,1.12735475
2023,4,30,11,1.13016225
2023,4,30,12,1.12685575
2023,4,30,13,1.12414225
2023,4,30,14,1.126029
2023,4,30,15,1.12679
2023,4,30,16,1.1289025
2023,4,30,17,1.12534675
2023,4,30,18,1.13151375
2023,4,30,19,1.1342415
2023,4,30,20,1.1392595
2023,4,30,21,1.146757
2023,4,30,22,1.1626145
2023,4,30,23,1.1882455
2023,5,1,0,1.21859675
2023,5,1,1,1.239552
2023,5,1,2,1.247571
2023,5,1,3,1.243178
2023,5,1,4,1.22565125
2023,5,1,5,1.21809175
2023,5,1,6,1.22994025
2023,5,1,7,1.213287
2023,5,1,8,1.232121
2023,5,1,9,1.228943
2023,5,1,10,1.251898
2023,5,1,11,1.219167
2023,5,1,12,1.24697
2023,5,1,13,1.243433
2023,5,1,14,1.240816
2023,5,1,15,1.230504
2023,5,1,16,1.2084585
2023,5,1,17,1.20019925
2023,5,1,18,1.266633
2023,5,1,19,1.2628145
2023,5,1,20,1.25697725
2023,5,1,21,1.265403
2023,5,1,22,1.2635685
2023,5,1,23,1.26890375
2023,5,2,0,1.26638725
2023,5,2,1,1.26509925
2023,5,2,2,1.26253425
2023,5,2,3,1.26079575
2023,5,2,4,1.26320875
2023,5,2,5,1.25774775
2023,5,2,6,1.25420225
2023,5,2,7,1.25343175
2023,5,2,8,1.25225575
2023,5,2,9,1.2419775
2023,5,2,10,1.22813075
2023,5,2,11,1.21920925
2023,5,2,12,0.62268535
2023,5,2,13,0.95861095
2023,5,2,14,1.2175555
2023,5,2,15,1.20711025
2023,5,2,16,1.205871
2023,5,2,17,1.2019535
2023,5,2,18,1.201505
2023,5,2,19,1.19866575
2023,5,2,20,1.19782575
2023,5,2,21,1.19877225
2023,5,2,22,1.19323275
2023,5,2,23,1.19396225
2023,5,3,0,1.19159275
2023,5,3,1,1.1889345
2023,5,3,2,1.19390325
2023,5,3,3,1.19340075
2023,5,3,4,1.1951275
2023,5,3,5,1.18806725
2023,5,3,6,1.189765
2023,5,3,7,1.18117175
2023,5,3,8,1.18663875
2023,5,3,9,1.18566175
2023,5,3,10,1.18404375
2023,5,3,11,1.178759
2023,5,3,12,1.182473
2023,5,3,13,1.18189525
2023,5,3,14,1.18316025
2023,5,3,15,1.182807
2023,5,3,16,1.18189175
2023,5,3,17,1.18507325
2023,5,3,18,1.18934175
2023,5,3,19,1.1876895
2023,5,3,20,1.1963295
2023,5,3,21,1.19529325
2023,5,3,22,1.20272375
2023,5,3,23,1.19902225
2023,5,4,0,1.199922
2023,5,4,1,1.20277975
2023,5,4,2,1.201847
2023,5,4,3,1.199201
2023,5,4,4,1.199216
2023,5,4,5,1.20193125
2023,5,4,6,1.196207
2023,5,4,7,1.19632725
2023,5,4,8,1.19489575
2023,5,4,9,1.18832575
2023,5,4,10,1.1925925
2023,5,4,11,1.189721
2023,5,4,12,1.19151125
2023,5,4,13,1.18910875
2023,5,4,14,1.1866625
2023,5,4,15,1.18385575
2023,5,4,16,1.1845195
2023,5,4,17,1.1805405
2023,5,4,18,1.1817395
2023,5,4,19,1.18376375
2023,5,4,20,1.18201025
2023,5,4,21,1.18439875
2023,5,4,22,1.18298425
2023,5,4,23,1.1831675
2023,5,5,0,1.1788755
2023,5,5,1,1.17535025
2023,5,5,2,1.17958725
2023,5,5,3,1.175449
2023,5,5,4,1.1782785
2023,5,5,5,1.17247475
2023,5,5,6,1.17222325
2023,5,5,7,1.16913225
2023,5,5,8,1.16968675
2023,5,5,9,1.171851
2023,5,5,10,1.172069
2023,5,5,11,1.17020225
2023,5,5,12,1.17420025
2023,5,5,13,1.17171525
2023,5,5,14,1.17349675
2023,5,5,15,1.17259275
2023,5,5,16,1.16906025
2023,5,5,17,1.17305775
2023,5,5,18,1.1721135
2023,5,5,19,1.17067125
2023,5,5,20,1.1674305
2023,5,5,21,1.1731095
2023,5,5,22,1.171098
2023,5,5,23,1.1743775
2023,5,6,0,1.16667775
2023,5,6,1,1.17076725
2023,5,6,2,1.1675585
2023,5,6,3,1.1657735
2023,5,6,4,1.16552125
2023,5,6,5,1.16389425
2023,5,6,6,1.16956875
2023,5,6,7,1.1626165
2023,5,6,8,1.16117725
2023,5,6,9,1.16429925
2023,5,6,10,1.15713025
2023,5,6,11,1.1611865
2023,5,6,12,1.161104
2023,5,6,13,1.16083575
2023,5,6,14,1.16018425
2023,5,6,15,1.16127575
2023,5,6,16,1.16075175
2023,5,6,17,1.15382825
2023,5,6,18,1.16029925
2023,5,6,19,1.15853625
2023,5,6,20,1.15691875
2023,5,6,21,1.16048925
2023,5,6,22,1.15987425
2023,5,6,23,1.15817725
2023,5,7,0,1.1578115
2023,5,7,1,1.1559405
2023,5,7,2,1.15466525
2023,5,7,3,1.15617875
2023,5,7,4,1.15742975
2023,5,7,5,1.15325325
2023,5,7,6,1.1552005
2023,5,7,7,1.15259625
2023,5,7,8,1.15436825
2023,5,7,9,1.154095
2023,5,7,10,1.1522965
2023,5,7,11,1.1529225
2023,5,7,12,1.148423
2023,5,7,13,1.1479925
2023,5,7,14,1.149724
2023,5,7,15,1.1476545
2023,5,7,16,1.145961
2023,5,7,17,1.1546935
2023,5,7,18,1.14524725
2023,5,7,19,1.15243225
2023,5,7,20,1.14963925
2023,5,7,21,1.14803275
2023,5,7,22,1.1504315
2023,5,7,23,1.15055425
2023,5,8,0,1.14577525
2023,5,8,1,1.147744
2023,5,8,2,1.149967
2023,5,8,3,1.14519425
2023,5,8,4,1.15042
2023,5,8,5,1.14850075
2023,5,8,6,1.14886225
2023,5,8,7,1.15158525
2023,5,8,8,1.152241
2023,5,8,9,1.1483445
2023,5,8,10,1.1495695
2023,5,8,11,1.14670825
2023,5,8,12,1.15369575
2023,5,8,13,1.14584425
2023,5,8,14,1.1513695
2023,5,8,15,1.15521425
2023,5,8,16,1.15316975
2023,5,8,17,1.15750425
2023,5,8,18,1.153438
2023,5,8,19,1.157203
2023,5,8,20,1.152985
2023,5,8,21,1.152463
2023,5,8,22,1.15638025
