,Node,Time,Value
0,MUSG,1,0.0
1,MUSG,2,0.0
2,MUSG,3,0.0
3,MUSG,4,0.0
4,MUSG,5,0.0
5,MUSG,6,0.0
6,MUSG,7,0.0
7,MUSG,8,4.375
8,MUSG,9,11.929146994594594
9,MUSG,10,12.035559318918919
10,MUSG,11,12.390342972972972
11,MUSG,12,12.883284086486485
12,MUSG,13,13.3213236
13,MUSG,14,13.347157037837837
14,MUSG,15,13.255385967567566
15,MUSG,16,13.414183859459461
16,MUSG,17,0.0
17,MUSG,18,0.0
18,MUSG,19,0.0
19,MUSG,20,0.0
20,MUSG,21,0.0
21,MUSG,22,0.0
22,MUSG,23,0.0
23,MUSG,24,0.0
24,SNRD,1,0.0
25,SNRD,2,0.0
26,SNRD,3,0.0
27,SNRD,4,0.0
28,SNRD,5,0.0
29,SNRD,6,0.0
30,SNRD,7,0.0
31,SNRD,8,3.9750000000000005
32,SNRD,9,0.0
33,SNRD,10,0.0
34,SNRD,11,0.0
35,SNRD,12,0.0
36,SNRD,13,0.0
37,SNRD,14,0.0
38,SNRD,15,0.0
39,SNRD,16,0.0
40,SNRD,17,0.0
41,SNRD,18,0.0
42,SNRD,19,0.0
43,SNRD,20,0.0
44,SNRD,21,0.0
45,SNRD,22,0.0
46,SNRD,23,0.0
47,SNRD,24,0.0
48,HARF,1,0.0
49,HARF,2,0.0
50,HARF,3,0.0
51,HARF,4,0.0
52,HARF,5,0.0
53,HARF,6,0.0
54,HARF,7,0.0
55,HARF,8,1.3750000000000002
56,HARF,9,0.0
57,HARF,10,0.0
58,HARF,11,0.0
59,HARF,12,0.0
60,HARF,13,0.0
61,HARF,14,0.0
62,HARF,15,0.0
63,HARF,16,0.0
64,HARF,17,0.0
65,HARF,18,0.0
66,HARF,19,0.0
67,HARF,20,0.0
68,HARF,21,0.0
69,HARF,22,0.0
70,HARF,23,0.0
71,HARF,24,0.0
72,GENE,1,0.0
73,GENE,2,0.0
74,GENE,3,0.0
75,GENE,4,0.0
76,GENE,5,0.0
77,GENE,6,0.0
78,GENE,7,0.0
79,GENE,8,0.0
80,GENE,9,0.0
81,GENE,10,0.0
82,GENE,11,0.0
83,GENE,12,0.0
84,GENE,13,0.0
85,GENE,14,0.0
86,GENE,15,0.0
87,GENE,16,0.0
88,GENE,17,0.0
89,GENE,18,0.0
90,GENE,19,0.0
91,GENE,20,0.0
92,GENE,21,0.0
93,GENE,22,0.0
94,GENE,23,0.0
95,GENE,24,0.0
96,CASC,1,0.0
97,CASC,2,0.0
98,CASC,3,0.0
99,CASC,4,0.0
100,CASC,5,0.0
101,CASC,6,0.0
102,CASC,7,0.0
103,CASC,8,0.0
104,CASC,9,0.0
105,CASC,10,0.0
106,CASC,11,0.0
107,CASC,12,0.0
108,CASC,13,0.0
109,CASC,14,0.0
110,CASC,15,0.0
111,CASC,16,0.0
112,CASC,17,13.429661427027028
113,CASC,18,13.334228605405407
114,CASC,19,0.0
115,CASC,20,0.0
116,CASC,21,0.0
117,CASC,22,0.0
118,CASC,23,0.0
119,CASC,24,0.0
120,MUSG,25,0.0
121,MUSG,26,0.0
122,MUSG,27,0.0
123,MUSG,28,0.0
124,MUSG,29,0.0
125,MUSG,30,0.0
126,MUSG,31,0.0
127,MUSG,32,0.0
128,MUSG,33,12.022422735135136
129,MUSG,34,12.281957502702703
130,MUSG,35,12.633095091891892
131,MUSG,36,13.140669535135137
132,MUSG,37,13.404230302702704
133,MUSG,38,13.405590908108108
134,MUSG,39,13.643561221621622
135,MUSG,40,13.550028778378378
136,MUSG,41,13.586238864864864
137,MUSG,42,0.0
138,MUSG,43,0.0
139,MUSG,44,0.0
140,MUSG,45,0.0
141,MUSG,46,0.0
142,MUSG,47,0.0
143,MUSG,48,0.0
144,SNRD,25,0.0
145,SNRD,26,0.0
146,SNRD,27,0.0
147,SNRD,28,0.0
148,SNRD,29,0.0
149,SNRD,30,0.0
150,SNRD,31,0.0
151,SNRD,32,0.0
152,SNRD,33,0.0
153,SNRD,34,0.0
154,SNRD,35,0.0
155,SNRD,36,0.0
156,SNRD,37,0.0
157,SNRD,38,0.0
158,SNRD,39,0.0
159,SNRD,40,0.0
160,SNRD,41,0.0
161,SNRD,42,0.0
162,SNRD,43,0.0
163,SNRD,44,0.0
164,SNRD,45,0.0
165,SNRD,46,0.0
166,SNRD,47,0.0
167,SNRD,48,0.0
168,HARF,25,0.0
169,HARF,26,0.0
170,HARF,27,0.0
171,HARF,28,0.0
172,HARF,29,0.0
173,HARF,30,0.0
174,HARF,31,0.0
175,HARF,32,0.0
176,HARF,33,0.0
177,HARF,34,0.0
178,HARF,35,0.0
179,HARF,36,0.0
180,HARF,37,0.0
181,HARF,38,0.0
182,HARF,39,0.0
183,HARF,40,0.0
184,HARF,41,0.0
185,HARF,42,0.0
186,HARF,43,0.0
187,HARF,44,0.0
188,HARF,45,0.0
189,HARF,46,0.0
190,HARF,47,0.0
191,HARF,48,0.0
192,GENE,25,0.0
193,GENE,26,0.0
194,GENE,27,0.0
195,GENE,28,0.0
196,GENE,29,0.0
197,GENE,30,0.0
198,GENE,31,0.0
199,GENE,32,0.0
200,GENE,33,0.0
201,GENE,34,0.0
202,GENE,35,0.0
203,GENE,36,0.0
204,GENE,37,0.0
205,GENE,38,0.0
206,GENE,39,0.0
207,GENE,40,0.0
208,GENE,41,0.0
209,GENE,42,0.0
210,GENE,43,0.0
211,GENE,44,0.0
212,GENE,45,0.0
213,GENE,46,0.0
214,GENE,47,0.0
215,GENE,48,0.0
216,CASC,25,0.0
217,CASC,26,0.0
218,CASC,27,0.0
219,CASC,28,0.0
220,CASC,29,0.0
221,CASC,30,0.0
222,CASC,31,0.0
223,CASC,32,0.0
224,CASC,33,0.0
225,CASC,34,0.0
226,CASC,35,0.0
227,CASC,36,0.0
228,CASC,37,0.0
229,CASC,38,0.0
230,CASC,39,0.0
231,CASC,40,0.0
232,CASC,41,0.0
233,CASC,42,13.58698441081081
234,CASC,43,0.0
235,CASC,44,0.0
236,CASC,45,0.0
237,CASC,46,0.0
238,CASC,47,0.0
239,CASC,48,0.0
240,MUSG,49,0.0
241,MUSG,50,0.0
242,MUSG,51,0.0
243,MUSG,52,0.0
244,MUSG,53,0.0
245,MUSG,54,0.0
246,MUSG,55,0.0
247,MUSG,56,0.95
248,MUSG,57,12.485911664864865
249,MUSG,58,12.8397108
250,MUSG,59,13.518498162162162
251,MUSG,60,14.515193956756757
252,MUSG,61,14.94509091891892
253,MUSG,62,15.676093783783786
254,MUSG,63,16.227825102702703
255,MUSG,64,16.542321535135134
256,MUSG,65,2.55
257,MUSG,66,0.0
258,MUSG,67,0.0
259,MUSG,68,0.0
260,MUSG,69,0.0
261,MUSG,70,0.0
262,MUSG,71,0.0
263,MUSG,72,0.0
264,SNRD,49,0.0
265,SNRD,50,0.0
266,SNRD,51,0.0
267,SNRD,52,0.0
268,SNRD,53,0.0
269,SNRD,54,0.0
270,SNRD,55,0.0
271,SNRD,56,0.0
272,SNRD,57,0.0
273,SNRD,58,0.0
274,SNRD,59,0.0
275,SNRD,60,0.0
276,SNRD,61,0.0
277,SNRD,62,0.0
278,SNRD,63,0.0
279,SNRD,64,0.0
280,SNRD,65,0.0
281,SNRD,66,0.0
282,SNRD,67,0.0
283,SNRD,68,0.0
284,SNRD,69,0.0
285,SNRD,70,0.0
286,SNRD,71,0.0
287,SNRD,72,0.0
288,HARF,49,0.0
289,HARF,50,0.0
290,HARF,51,0.0
291,HARF,52,0.0
292,HARF,53,0.0
293,HARF,54,0.0
294,HARF,55,0.0
295,HARF,56,0.0
296,HARF,57,0.0
297,HARF,58,0.0
298,HARF,59,0.0
299,HARF,60,0.0
300,HARF,61,0.0
301,HARF,62,0.0
302,HARF,63,0.0
303,HARF,64,0.0
304,HARF,65,0.0
305,HARF,66,0.0
306,HARF,67,0.0
307,HARF,68,0.0
308,HARF,69,0.0
309,HARF,70,0.0
310,HARF,71,0.0
311,HARF,72,0.0
312,GENE,49,0.0
313,GENE,50,0.0
314,GENE,51,0.0
315,GENE,52,0.0
316,GENE,53,0.0
317,GENE,54,0.0
318,GENE,55,0.0
319,GENE,56,0.0
320,GENE,57,0.0
321,GENE,58,0.0
322,GENE,59,0.0
323,GENE,60,0.0
324,GENE,61,0.0
325,GENE,62,0.0
326,GENE,63,0.0
327,GENE,64,0.0
328,GENE,65,4.15
329,GENE,66,0.0
330,GENE,67,0.0
331,GENE,68,0.0
332,GENE,69,0.0
333,GENE,70,0.0
334,GENE,71,0.0
335,GENE,72,0.0
336,CASC,49,0.0
337,CASC,50,0.0
338,CASC,51,0.0
339,CASC,52,0.0
340,CASC,53,0.0
341,CASC,54,0.0
342,CASC,55,0.0
343,CASC,56,0.0
344,CASC,57,0.0
345,CASC,58,0.0
346,CASC,59,0.0
347,CASC,60,0.0
348,CASC,61,0.0
349,CASC,62,0.0
350,CASC,63,0.0
351,CASC,64,0.0
352,CASC,65,5.0
353,CASC,66,0.0
354,CASC,67,0.0
355,CASC,68,0.0
356,CASC,69,0.0
357,CASC,70,0.0
358,CASC,71,0.0
359,CASC,72,0.0
360,MUSG,73,0.0
361,MUSG,74,0.0
362,MUSG,75,0.0
363,MUSG,76,0.0
364,MUSG,77,0.0
365,MUSG,78,0.0
366,MUSG,79,0.0
367,MUSG,80,0.0
368,MUSG,81,12.453796691891894
369,MUSG,82,12.715024637837837
370,MUSG,83,13.275145783783783
371,MUSG,84,14.020048983783783
372,MUSG,85,15.05238092972973
373,MUSG,86,15.639281491891891
374,MUSG,87,16.01943570810811
375,MUSG,88,16.3293524
376,MUSG,89,0.0
377,MUSG,90,0.0
378,MUSG,91,0.0
379,MUSG,92,0.0
380,MUSG,93,0.0
381,MUSG,94,0.0
382,MUSG,95,0.0
383,MUSG,96,0.0
384,SNRD,73,0.0
385,SNRD,74,0.0
386,SNRD,75,0.0
387,SNRD,76,0.0
388,SNRD,77,0.0
389,SNRD,78,0.0
390,SNRD,79,0.0
391,SNRD,80,0.0
392,SNRD,81,0.0
393,SNRD,82,0.0
394,SNRD,83,0.0
395,SNRD,84,0.0
396,SNRD,85,0.0
397,SNRD,86,0.0
398,SNRD,87,0.0
399,SNRD,88,0.0
400,SNRD,89,0.0
401,SNRD,90,0.0
402,SNRD,91,0.0
403,SNRD,92,0.0
404,SNRD,93,0.0
405,SNRD,94,0.0
406,SNRD,95,0.0
407,SNRD,96,0.0
408,HARF,73,0.0
409,HARF,74,0.0
410,HARF,75,0.0
411,HARF,76,0.0
412,HARF,77,0.0
413,HARF,78,0.0
414,HARF,79,0.0
415,HARF,80,0.0
416,HARF,81,0.0
417,HARF,82,0.0
418,HARF,83,0.0
419,HARF,84,0.0
420,HARF,85,0.0
421,HARF,86,0.0
422,HARF,87,0.0
423,HARF,88,0.0
424,HARF,89,0.0
425,HARF,90,0.0
426,HARF,91,0.0
427,HARF,92,0.0
428,HARF,93,0.0
429,HARF,94,0.0
430,HARF,95,0.0
431,HARF,96,0.0
432,GENE,73,0.0
433,GENE,74,0.0
434,GENE,75,0.0
435,GENE,76,0.0
436,GENE,77,0.0
437,GENE,78,0.0
438,GENE,79,0.0
439,GENE,80,0.0
440,GENE,81,0.0
441,GENE,82,0.0
442,GENE,83,0.0
443,GENE,84,0.0
444,GENE,85,0.0
445,GENE,86,0.0
446,GENE,87,0.0
447,GENE,88,0.0
448,GENE,89,0.0
449,GENE,90,0.0
450,GENE,91,0.0
451,GENE,92,0.0
452,GENE,93,0.0
453,GENE,94,0.0
454,GENE,95,0.0
455,GENE,96,0.0
456,CASC,73,0.0
457,CASC,74,0.0
458,CASC,75,0.0
459,CASC,76,0.0
460,CASC,77,0.0
461,CASC,78,0.0
462,CASC,79,0.0
463,CASC,80,0.0
464,CASC,81,0.0
465,CASC,82,0.0
466,CASC,83,0.0
467,CASC,84,0.0
468,CASC,85,0.0
469,CASC,86,0.0
470,CASC,87,0.0
471,CASC,88,0.0
472,CASC,89,16.48043908108108
473,CASC,90,15.665613263513512
474,CASC,91,0.0
475,CASC,92,0.0
476,CASC,93,0.0
477,CASC,94,0.0
478,CASC,95,0.0
479,CASC,96,0.0
480,MUSG,97,0.0
481,MUSG,98,0.0
482,MUSG,99,0.0
483,MUSG,100,0.0
484,MUSG,101,0.0
485,MUSG,102,0.0
486,MUSG,103,0.0
487,MUSG,104,0.1
488,MUSG,105,12.229237351351353
489,MUSG,106,12.557240767567569
490,MUSG,107,13.418588464864865
491,MUSG,108,14.300632994594595
492,MUSG,109,15.123430064864865
493,MUSG,110,15.529372248648649
494,MUSG,111,15.944228032432434
495,MUSG,112,16.303693891891893
496,MUSG,113,16.245620627027026
497,MUSG,114,0.0
498,MUSG,115,0.0
499,MUSG,116,0.0
500,MUSG,117,0.0
501,MUSG,118,0.0
502,MUSG,119,0.0
503,MUSG,120,0.0
504,SNRD,97,0.0
505,SNRD,98,0.0
506,SNRD,99,0.0
507,SNRD,100,0.0
508,SNRD,101,0.0
509,SNRD,102,0.0
510,SNRD,103,0.0
511,SNRD,104,0.0
512,SNRD,105,0.0
513,SNRD,106,0.0
514,SNRD,107,0.0
515,SNRD,108,0.0
516,SNRD,109,0.0
517,SNRD,110,0.0
518,SNRD,111,0.0
519,SNRD,112,0.0
